,content
2630,
2632,前几本很搞笑文笔也好，喜欢猫腻的文。
2633,阴谋斗争写的很不错
2635,很好的铺垫 引子
2636,虽然书中权谋，阴谋之事有夸张之嫌，但是背后蕴含的诸多成分，十分值得玩味。除此之外，作者文笔极好，写的十分细腻，难得的网络佳作
2637,就像作者说的，除了穿越不用理由，其他的都是要理由的。君臣关系，家天下是否合理？母子关系，对于一个已经成熟的灵魂如何承认一个未见过的女人为母亲？朋友关系，站在历史的对立面的朋友还是朋友么？
2638,最喜欢的一部长篇，最喜欢的一个男主。
2641,穿越，读到最后才能理解真意
2642,既然已经给出了整个世界由来的解释，为什么对两个穿越的灵魂没有任何交代呢？
2643,努力一万遍，看不下就是看不下，不喜欢就是不喜欢╮（﹀＿﹀）╭
2644,先读的庆余年后读的朱雀记，标此一本代替全书，读了二十章出头就悚然大惊，网络小说居然有这等文字，不禁大笑今夕何夕见此良人，直到大东山之战之前这本书都是传世经典的水准，不温不火有条不紊伏笔远远在千里之外，百万字如一局棋，谋局画篇功力令人景仰，而大东山之战之后的部分就有兴尽后的茫然感觉，五竹的双眼这个bug完全无解，而范闲与皇帝似乎真的不应该是这等的不可调和，无论如何，这本书都是一个经典，并不是如人们所说不如朱雀记远甚，读到最后一句，【既来之则安之】的时候，有读完基督山伯爵的感觉【人类的智慧归根于四个字，等待，和希望】，完美收束全文涵盖主旨的收尾，让人心生温煦，微笑掩卷
2645,虽然你写的小拖拉+小扭捏...
2646,
2647,实在是太长了
2648,人性描述的很棒..
2649,史上读过最长的小说，可以用恢弘来形容了- -
2650,中规中矩的网络穿越言情小说，因为是开头，因此还在励志武侠没有言情中，文字流畅很适合打发时间
2652,穿越文中的精品
2653,穿越小说外加宫廷斗争，看一个现代人把玩权势还是挺有意思的。
2654,陈萍萍不好当的
2655,2009-2010不管到达哪里都要找准自己的位置。
2656,"猫大出品, 必属精品"
2657,死过一次的人总是特别贪生，但是为了保护珍爱的人们，也并不怕死。真够长的一本书啊！看了我有个把月了！前面构建的很充足，结局还是感觉仓促了点。看的时候跳过很多描写段落，有点看不进，剧情发展的是在是断断续续的，长篇小说很考验作者的掌控能力。
2658,网络小说看过的不少，记住的不多，猫腻绝对是一个。不过这实体书做的太烂了。。都不希搭说了。。唉。只希望能出齐全吧。。
2661,最近重新再看一遍
2662,很不错的小说，实在太长了。
2663,趁活着赶紧多背背唐诗宋词，多看看国学名著，多学学泡妞之术，万一死后穿越了呢~~
2665,我觉得这部书还是不错的，但是如果能再删掉一百万字就好了
2667,在起点上看了大部分，后面的情节实在是有点太疲了，就没看完。猫腻是我最喜欢的网络文学写手，没有之一。
2668,非常不厚道的说，电子书是个好东西~~
2669,我希望庆国的人民都能成为不羁之民。受到他人虐待时有不屈服之心，受到灾恶侵袭时有不受挫折之心；若有不正之事时，不恐惧修正之心；不向豺虎献媚，我希望庆国的国民，每一位都能成为王，都能成为统治被称为‘自己’这块领土的，独一无二的。
2670,我竟然也开始读穿越了
2671,在uk看完，在网络小说中算是非常出彩的一部，虽然不太喜欢其中某些夸张情节，但是不可否认，作者整体的节奏把握能力和人物性格描写非常到位，尤其是后半部大东山的情节堪称点睛之笔
2672,好长好长的七部，看了大半，后面越来越不好看。不靠谱啊不靠谱~给5分。
2673,这本书豆瓣推荐了很久，我一直没看。大概是对于男主架空穿越的疑虑吧，现在才看，结果一开始就欲罢不能了
2674,一开始以为自己看的是穿越小说，但最后发现这是个科幻小说。整整6M的txt看了两个月，热血计谋侠义阴暗，可是越到后面越悲凉，终于看完结局了却觉得过于惨烈了，不过还是近一年我看到的最好看的小说之一，之所以是之一是因为现在开始看的间客要阳光一些，希望到最后不是又一场理想主义的悲歌
2676,终于啃完了。不知道是不是因为文章太长，作者写到最后自己也乏了，反正整体感觉就是高开低走，匆匆结尾，对谜底的揭示颇让我失望。对主角范闲无感，无非是披着强大玛丽苏光环的又一名穿越小说主人公。但一众配角们确是颇有意思，非常想看小叶子、五竹、陈萍萍、庆帝和范建以前的故事，还有弘成和若若、十三郎和叶灵儿的番外，还有言冰云、朵朵、豆豆。。可惜了
2678,猫大的小说对胃口啊！！！！
2679,"很微妙的味道,这个世界仿佛很原始又仿佛很未来.也许是读之前就有一种莫名的期待,希望不会打乱我的逻辑."
2680,孤帆一叶澹州天，只在相携师友间。社稷岂独一姓重，乾坤谁怜万民悬。冲天黑骑三千里，孤苑白首二十年。 莫道秋至残躯老，笑看英雄不等闲。
2681,特别特别好
2682,副标题真恶心..
2683,我居然在2011-10-30想读这本书。。。但现在真的接受不了网文语言啦，纯刷情节会无聊的
2684,猫腻出品 必属精品
2686,昏天黑地的看了两个星期终于看完了。
2688,《庆余年1》看完之后，穿越轻小说，感觉没有特别大的营养，剧情也还算打发车上的时间。几天看完第一本，感觉这故事是YY、穿越、言情、修真的综合体。十六岁威震京城，暗中与各种力量较量。文能成诗，武能杀人。攻于心计，擅长救人。这种YY是满足了我们不能如此全才的一个幻想啊。关键是这孩子还长得漂亮，像女人一样。
2689,这是至今耗费我时间最久的小说，看完心神俱疲，却说不出的满足。
2690,就像作者所说，把开篇写得不枯燥，挺难的。恩，后面更精彩。
2691,现代人心理捕捉的很微妙的一本，小温暖和大阴谋的纠结，文风有狡猾的轻巧，却不讨厌。曾经看了两遍的精致穿越权谋
2692,"怎麼說呢，其實我一直不太喜歡主角太過牛掰的書，而且還是因為穿越的緣故。但是既然看了麼，就還算有點吸引人的吧，也許會抽空把後面的看晚。PS,我還覺得這個作者的某些地方的文筆很稚嫩和牽強。給四星偏高。"
2693,感觉还是很完整的一部书，虽然结局有点蛇尾
2695,看的电子版，开始时候对6.12M的小说是有多长，完全没有概念啊…
2696,值得一读的网络小说，引人深思一个人的社会价值和对社会的贡献。
2697,好看！！！大东山那部分才是全文的高潮！！看得我欲罢不能！！！其实庆帝也心酸吧。放弃了那么多，最后霸业木有实现。后面气氛渐渐地整个变得很压抑。神庙的解释也怪怪的。但是还是很好看！！
2698,牛的一比，写作能力不比三叔差
2699,可读性很强，似乎此类书都是如此~
2700,快餐
2701,怎么说了。友邻推荐，所以在看，觉得尚在可接受范围内，不过因为看的是txt可能没有看实体书那么有感觉
2702,刘工推荐的完本小说，但我不喜欢这种勾心斗角的小说
2703,言语没有刻意的浮华，故事很流畅，对话透露着淡淡的幽默，大爱。这几天一直在看...无法停止。
2704,人物性格刻画的非常立体，皆有善恶两面，故事主线副线埋的很合理，情节流畅，只是结尾处显得作者有点收不住铺开的局面。这本书最吸引我的地方是这是一部男主穿越，比起之前看的女穿感觉有很大不同，人物心理活动和反应更真实些。
2705,居然是穿越文！！！爸爸叫犯贱，大儿子叫犯嫌，二儿子叫范思哲！！！这是什么破名字！！！！
2706,虽然磅礴大气，后面不免空洞无力
2707,快餐阅读，瞬间看很多页书的感觉蛮好，又穿越了。
2708,一环扣一环 终于看完 长篇啊~
2709,情节设计一流，语言一流。。父子相残，情人仇雠。。太残酷~
2710,松散。拖沓。
2711,太不好看了，我弃了。
2712,长篇写成这样基本算不错了 很多烂尾的
2713,看到的权术方面最爽的小说了 精彩
2714,这是我第二本有兴致看的小说！很喜欢
2715,今年就唯独被这本书迷得死去活来 说起来这让我想到高三猥琐范给我推荐的日子了  间客也还不错
2716,三百万字的穿越小说。真是能写啊！
2718,没看下去。。。
2719,其实我真心希望，一切不要结束。就这么无耻下去，不好吗？
2720,"前面还行 写到贺黑脸高升我就看不下去了 

总的来说还是不错  不过还是跳不出主角光环+不停出现的各种反角"
2721,真他妈的长
2722,不错，就是有点玄乎的有点过头了，也许想表达些别的东西在里面吧。呵呵
2723,十二国记beta版
2724,只能说看完之后意犹未尽，无限感慨！！！
2725,至今览穿越，庆余年第一，江山美色第二。
2726,网络小说里比较出彩。打发打发时间还是可以的..
2727,男穿果然比女穿好太多了，起码没有被所有阿哥们爱来爱去的~
2728,"跳着看完了全本,豆瓣评价这么高,我感觉还是不能和<寻秦记>相比.也许我比较不喜欢架空穿吧."
2729,看了能有四遍了····
2730,首先，写的很好。其次，大庆人+分
2731,虽然很长但是我居然把它读完了，嗯，各种算计谋略还是又被一手掌握的无奈，嘛，这就是生活，重生又如何
2732,嗯
2733,赞啊。。怎一个赞字了得。
2734,"11-09-20
不错的穿越网文，颇有当年看《回明》的感觉。作者是文青"
2735,留余庆，留余庆，忽遇恩人，幸娘亲，幸娘亲，积得阴功。劝人生，济困扶穷，休似俺那爱银钱忘骨肉的狠舅奸兄!正是乘除加减，上有苍穹。
2736,这可是我唯一一个打5星的网络小说
2737,恩，怎么说呢，最大的感觉就是作者很钟爱“恐怖”这个词，三句不离它啊。而且文章太长了，很多情节都是没必要交代的，作者可以删删，一半就足够了
2739,值得一读的男主穿越经典，步步惊心啊！
2740,这是我看过最好的历史性穿越小说。
2741,
2742,长而不冗，细而不腻。
2743,2011.09.07
2744,整体感觉还是比较宏大的。文中的价值观很值得参考。
2746,永远难忘大东山一段的震撼。记得当时半夜躺在床上拿手机看的，谜底揭晓的一刻，直接从床上坐起，骇得寝室的同学以为我梦游了呢。
2747,长篇大作，十分耐看，看完很满足。
2748,终于看完了，很喜欢里面的很多人
2749,看过第一部猫腻的文，话说回来熬了我好几个晚上==
2750,个人认为很强大的一本书。
2751,架构庞大的超长篇小说，看得人无比欢畅，看得人热血沸腾，看得人黯然神伤。很喜欢范闲，逐渐成长的男主。女主里喜欢叶轻眉、海棠、范若若、叶灵儿，喜欢五竹、陈萍萍、范建、王启年等一众配角。吐槽一句，结尾的神庙设置和五竹是机器人让人感觉有点扯，结尾有点平淡。看完后很久再看别的文觉得都太平淡
2752,范闲的悠闲的童年与初到京都的故事，挺好看的，不过爱情的部分似乎弱了一些。
2753,个人很喜欢作者的风格！
2754,网络小说很少能这样深刻！天下权臣宝典什么的全都是浮云啊，全书真正美丽的地方在于那些细腻伤感文艺小家子气的东西，此外就是……猫腻大神的布局能力已经达到了一种变态的地步。
2757,奇书，强书，神书！不得不说，猫腻大大出品，绝无落空！无言了，书中的人物关系纠结，剧情错综复杂，人物栩栩如生——范闲，五竹，婉儿，若若，海棠朵朵、王十三郎、影子，陈萍萍、北齐小皇帝，长公主，皇帝......每个人都很可爱。读罢，脑子一片空白，仔细回想，有多久如此一字一字仔细咀嚼地看一本网络长篇？看似圆满，实则悲哀落戚。想来范闲其实也是一个死小孩，只是为了生存而付出了无上努力而变得强大、耀眼、与众不同罢了。不知为何，总觉得他很孤独。其实书里风头最盛的还是叶轻眉。她太剽悍了，耀眼得刺目；留下如此之多的现代智慧结晶，巨豪的产业，话说回来范闲能在南庆生龙活虎风光场面还是多亏了她呢。当然，还不能忽略了她带来的负面因子。书中金句颇多，其中映象最为深刻者：不在沉默中爆发，就在沉默中变态。可是，是谁炮灰了呢？
2758,不得不说，写谋略、写斗争，挖坑，猫腻还是有一套的
2759,我最爱的网文之一。太过喜欢里面的范闲，还有穿过岁月走向我们的叶轻眉。
2760,事实证明我还是看一些非言情的小说的 这本书前半部写的很不错 后面主角就很耸了啊
2762,有着网络小说的一贯拖沓。但是后半本真是 炒鸡棒！第四遍开看！
2763,猫大的书 我是算追的早了 文笔和情节都比较精致 值得推荐
2764,挺好的
2765,网络小说写到这个份儿上的真可贵，很多都是今天还在发生的事情
2766,金字塔顶端的人是寂寞的，一山终究容不得二虎，夫弑妻，子弑父的家庭荒诞
2767,范闲的爹有个搞笑的名字叫范建
2768,很值得多看几遍的书
2769,世事如此
2770,好长
2771,喜欢之前的范闲
2772,这部小说话了半个月的时间，四百万字的小说是迄今为止看的最长的一部，能够沉浸在庆余年的世界里，足以说明它所具有的魅力，男穿版的小说，加上故事对人性的刻画很深刻，可是不是特别喜欢结尾部分，荡气回肠的故事收地有点紧了。原来作者是宜昌的，夷陵之地总是会育孕出才子才女。20191218随着电视剧的热播，又重新把小说看了一遍，还是我喜欢的故事。
2773,4百万字啊，我看了两遍啊，好好看啊！
2775,虽然没有读完，但是还不错。但是也就不错。但是我没有读完。
2776,闲哥哥~
2777,因为这个，喜欢说：安
2778,专业写手，功底深厚。猫腻的书，很有看头
2779,某几个人物和段子刻画不错  不过依然流于俗套 某些地方过多的重复只觉得是在凑字数 凑到最后很让人火大
2780,麻痹的太好看了没见过穿越文写成这样的作者是有多牛逼啊！！！
2782,阴谋
2783,(光头大叔&白痴大叔&爱大叔的御姐&被大叔利用的老头VS飘大叔&BOSS大叔&大叔的跟班老头)VS瞎大叔&青年身大叔心的男主&被岁月折磨成老头的大叔——这是一个大叔的世界啊喂! || 刷第二遍竟然在陈萍萍和皇帝干仗那里看哭了。虽然这本主角设定加les双飞的设定严重触及了我的雷区，但不得不承认，猫腻后续的所有，大概只有夫子登天才能达到这个水平了。 ‖ 看了第三遍陈萍萍之死，我决定改五星。除了某些屎和恰饭的设定，猫腻在我的网络小说中是绝无仅有的第一。虽然他的三观和选择95％的国人都不会赞同吧。年轻的时候不懂，现在觉得范闲和长公主的矛盾和改变是所有人物里最出彩的。当然一根筋的萍萍和庆帝也是叫人膜拜的。
2784,是众多网络小说里少数的有心计有内涵没有无聊打斗升级的小说。。。。
2785,"两世为人
初始的一丝茫然
孩童的身体装着cr的灵魂
恍然如梦
和那些同龄的孩子将着故事
在一座小城
过着还算安稳的童年
切萝卜、练神功
打闷枕、误吟诗
乱葬岗、学毒药
攀崖壁、日挨打
一切都只为那三个伟大的宏远"
2787,在另一个世界中保持原我真的不容易，hiahia。。。自己乐呵乐呵
2788,可以
2789,人生寂寞如狗屎
2790,看过最好看的一部穿越小说了。
2791,深深 深深的 叹息。
2792,这个穿越 真的写的有模有样让人不讨厌 而且男主不种马 我喜欢
2793,超级长，没有太多的儿女情长，但是不减该书的吸引力。只是把范闲描绘成如此“绝色”，完全想象不出，那么漂亮的男人。。。
2794,累死了....看了好久了
2797,这部绝对绝对看过...就是完全无映像
2799,挺好的
2800,很久没有为一本书吃饭，走路，睡觉都在看。
2801,世间自有百媚千红，我独爱你这一种
2802,犀利！！
2803,庆。。。余年
2804,最后的十分之一，后继乏力，神庙很是荒谬。其实情节并不紧张，用了断断续续2，3个月看完
2807,这是我看过的最长的小说了，不马克一下对不起自己啊。
2808,抛开穿越、类2012、少年英雄、美女成群这些外包装，个人感觉作者确实能称得上是一个作家。非常完整的构思，支架也很坚固，内容也不失美艳。
2809,范闲~重生之后的完美生活。
2810,有点喜欢这个故事。记得我看了三个通宵，构建的貌似很恢宏的框架，然后一一填满，很让人心醉。
2811,整个办公室几乎都看过这本书。还是很不错的。不失悲伤不失快乐。我爱陈萍萍。哈哈哈
2812,简单荒诞的剧情加文字多说也就值个三星，但偏偏故事背后缺透露出一种深沉又装B的孤独和戏谑让我欲罢不能。庆余年，留余庆，我的余年因何而庆
2813,能打负分吗~浪费我这么多时间 我就想看一下能写的多垃圾。作者可以去死了。想不通这么垃圾的水准~怎么还可以出版。乱七八糟。简直就是穿越文的耻辱。BS
2814,架空历史，作者喜欢红楼梦。
2815,语言、剧情都不错，但结尾有点仓促..
2816,好长，好长，才看到第五卷。再权谋，骨子里还是有文人的悠闲意味。明白我的意思么？就是有点拖啊。决定弃文了。
2817,情节完胜的超长篇作品，小范大人权谋宝典
2818,才看了第一本，风花雪月还没出现，但是一开始的伏笔和人物设定挺不错的，总觉得后面有戏，故事缓缓说来，不拖曳。
2819,最近一直在看，一直没看完。
2820,好书好文~
2821,无数小说看过，唯有此部经典
2822,我第一次对着本网络小说有了掏钱买的冲动`
2823,刚看完，很不错
2824,穿越小说里的里程碑了吧
2825,所有的都看了
2826,抱歉，一直在手机里，随时可翻读……
2827,超赞
2829,基本都在铺垫啊～
2830,表示这本书各种扯，人家穿越都是神马强烈撞击灵魂出窍，或者干脆整个肉身都被甩到一个特定的时代，您倒好得个啥偶像剧男主角专用病肌无力，直接挂掉投胎到一个四不像的世界，不过这样也好，其他的穿越剧主角不过是充当了一个唐宋元或者明清的剧透者的角色，并被强行赋予推动历史进程的重大使命，这本书的话你能抛开他的其他各种扯蛋因素，像看一般的武侠一样和脑袋秀逗但天资聪颖的主角一起成长，那么我就想问一下我们的男猪范范童鞋了，你又没神马历史重任在肩上，无非是投胎到一个扯淡的世界扯淡，你说你老是娇羞个神马，嗯？
2831,这部书真是长到要看死人了~~~
2832,书评都那么长 有没有耐心看完还不知道呢。。。
2833,坑爹的长度！适合地铁上，睡觉前读。写的不错，作者洞察人心，只是到最后看见天地元气就是辐射的时候被雷到了。。
2835,开始还好，只是我不适合看太长的书。
2836,真心没见过这么不招人待见的猪脚. 七千页纯粹是靠剧情吊着.
2837,手机上看了一个多月，终于看完了。。。收尾太仓促，一下子就完了。。。
2838,用来打发时间很适合，很长的一本小说，主线其实很简单…
2839,除了庆帝的变态以外，其他人性和人心描写都很入骨，人生，人与人之间，也就是这样了吧
2840,嗯嗯，很好看，很喜欢。
2841,其实我真的是为了小叶子看这本书的，男主不是我喜欢的类型，但是像陈萍萍、五竹、王启年啦我很喜欢
2842,猫腻~还是最喜欢《朱雀记》
2843,起点历史类小说写的比较好的一本。无论是通过回忆勾勒出的第一代穿越者，还是正面描写的主角，无论是烟花般耀眼短暂的一生，还是战战兢兢圆满完结的一生，各种爱恨情仇，让我觉得好冷。
2844,很值得看
2845,啃了一个月才啃完，没吹的那么牛乎。不过还是可以一看的，起码不是种马啊...什么夫杀妻，子弑父，帝王家本就没有所谓的夫妻父子
2846,虽然是穿越，但是还是很有可看性的。
2847,kingstar强烈推荐，就看了，真是没有意志力，哎
2849,我看到4了吧，然后再去图书馆就找不到其他的路，这么火！！！
2850,第一部还是第二部网文
2852,第一部让我放不下的小说，读到天昏地暗，忘记吃饭。。。
2853,应该看到卷四了 场面虽然恢宏了起来   但是却开始无聊了   不太愿意看下去了
2854,哈哈，原来这本书还有个副标题叫天下权臣宝典，恩，老瘸子和老爷子是挺厉害的，皇帝不喜欢，范闲么，来来去去就那招，抹黑人家名声，嘿嘿~
2855,从未读过这样的男主穿越，跳过情爱俗套，撇开公德道义，权术计谋更引人入胜，常令人反思一个人应该怎样活
2856,穿越第一文
2857,不错的一本书 虽然行文拖沓了点 这是网络小说的风格吧 口语化的叙述评论 但还是深深震撼于某些段落 和作者的构思 让我第一次对作者刮目相看的是 写到江南名家易主 民意原来只是个P 作者有一双洞察社会的眼睛  书中最喜欢的人物是四顾剑 让我见识到 什么叫做信念
2858,好看，看完了的这套
2859,"看了一段时间才发现是很长很长的书……
呃，我慢慢看吧~"
2861,作为妇女之友的猫腻，其实在我们混网文的心目中，还是可以的。
2862,唉……心疼轮椅哥……作为一条狗……你该忍受内心多大的痛苦……
2863,我靠，太长了，最后神庙的真相让我思密达了，这个……太扯了吧……太接近漫画版封神演义了吧……
2865,非常不错的一本书，书的层次很深刻，内容层出不穷，精彩纷呈。
2866,一条虚无缥缈又环环相扣的主线，丝丝伏笔，入木三分的人物刻画，一部庆余年，道尽皇朝风雨。
2867,很有深度，但是有点纠结。
2869,好像不是我的菜，也许是读电子版得缘故啊啊啊啊啊啊~
2870,这书实在是太长了，好像还差一点就能结束，但是我决定放弃了。终是未完待续。
2871,我真读完了第一卷，没觉得特别好玩，感觉像流水账样的= = 有点真
2872,当年高三 一直看一直看
2873,很久没有遇到这样：读了就停不下来的小说^^
2874,唉，年轻时候蹉跎的岁月啊
2875,呵
2876,超级无敌的长。。。。。。作为一部穿越架空武侠玄幻集一身兼具强大YY精神的网络小说算不错了
2877,无聊的书
2878,不一样的穿越小说
2879,2011年初寒假在家发现的小说。开始总是很精彩。蛰伏充电的日子是充满无限希望的~穿越+架空历史，很有味道啊~~~
2880,很长，每每累极时总想要不就到最后看一眼，就一眼，总是觉得很无耻，也就罢一个从出生就注定与众不同的人了，在暗波流动的庆国，坚持着自己
2882,超级好看！
2883,掌上书苑的首页推荐，好吧，我早就承认我已经开始随大流了，我不得瑟了。
2884,各种手段哈~~要是在描写的细一点就好了~~
2885,"穿越+历史+权谋。
红楼梦+明朝那些事儿。
富二代+官二代。

一整套有血有肉的价值观。不赞同，但发人深省。"
2887,写的不错
2888,这是个很厉害的架空，看了我一年
2889,穿越典范
2890,它很成功。置于力荐，因为主角武力值不是最高的，还没有后宫，所以不给，你懂我意思吧。。。
2891,最后一颗星送给与【燕小乙的对决】和【梨花木桌拍人】。故事是好故事，就是作者实在不适合写武功路数，后面看的好累。
2892,踏破前程万事·。。
2893,有點失望，沒有想像中好看，但還可以。
2894,耗了我太长时间了
2895,书写的不错，在架空历史的情况下想象出另一个真是的时代，很经典
2896,因为《朱雀记》，而看《庆余年》，因为《庆余年》，而识猫大，愚见庆之一书，最大亮点在出人意表，于平凡出现不平凡，于不合理处见合理，于淡薄处显精彩，从五竹非人之身直至陈萍萍开枪之举，处处给人以惊奇，猫大，真乃神人也。。。
2897,很好看 很吐槽的穿越小说 边看边笑……
2898,"喜欢淡淡的烟火气..喜欢娇羞的笑..喜欢瞎子.鸡腿姑娘.北齐小皇帝.还有那件小棉袄,吟出的诗句"
2900,范闲是站在雪芹先生肩上自怜自艾自叹的穿越者
2901,好书是好书。但是后期太鸡肋了，我简直一目十行。。。。
2903,过于细腻的构建复杂人物与政治关系 缺失了整体
2904,不错，看的我头晕晕的！！！！只是太长了太长了！！！
2905,读了好久才读完……能让我耐心看完的小说已经不多了，我要个范闲啊
2906,结尾实在很狗血。。TAT
2907,以五六年前写出这本书来讲，确实震撼，虽然如今看没那么强烈，话说它实在太长了……
2908,“冲天黑骑三千里，孤苑白首二十年，莫道秋至残躯老，笑看英雄不等闲。”
2909,极长！消磨时光的好伴侣。。。结局太垃圾了。。。
2910,还行
2911,最好的穿越文学
2912,最强记录是从晚上11点看了凌晨5点
2913,穿越文中少有的极品
2914,精彩万分，有瑕而不掩瑜。
2916,还好
2918,扯淡扯出艺术水平了。唯一的遗憾是科学元素不够严谨。
2919,烂尾的
2920,"强烈推荐，看了2,3个月才看完，真的很精彩！"
2921,猫腻文笔奇佳，故事结构庞大，思路清晰。
2922,多年来看过最累最虐的几本书之一
2923,虽然逃不掉男性写手种马的通病，全书的可读性还是挺强的，阴谋阳谋都还不错
2924,作为一部网络小说  还是有着许多的不足  不过  我没法挑剔  因为实在是很不错
2925,终于读完了，关于神庙的问题交代得比较清楚，但是关于如何“穿越”没有说明。
2926,不仅仅是一部小说
2927,给某人给面子
2928,太长了……
2929,结局一般~~
2930,网络小说中。我跟刘都觉得是最好看的一部。
2932,铺垫的这一卷就觉得意淫又烂俗
2933,权谋演绎的经典。
2934,文笔架构各种各种和庆熹纪事没的比，盛名之下
2935,重点是它很长，很长时间不用焦虑下本应该看什么。。。（开玩笑的啦，真的很不错哦，情节让人欲罢不能所以经常熬夜╮(╯▽╰)╭）
2936,"全书的精华，放来一观，便足以震慑网络世界：
我希望庆国的人民都能成为不羁之民。受到他人虐待时有不屈服之心，受到灾恶侵袭时有不受挫折之心；若有不正之事时，不恐惧修正之心；不向豺虎献媚……
我希望庆国的国民，每一位都能成为王；都能成为统治被称为‘自己’这块领土的，独一无二的王。”"
2937,华丽又层出不穷的阴谋
2938,大爱庆余年，猫大的作品一直在留意！
2939,还是蛮好看的，很轻松。
2940,不错，是我看过最好看的网络小说了！
2941,第一套能让我连读这么久的小
2942,庆余年全部 虽然是网络小说 但没见过比这更精彩得
2944,很长很精彩。真的要拍电视剧……？
2945,轻松，莫名的舒服..字里行间都让我很舒服
2946,一部非耽美网文，还如此长篇，比小楼还要长，居然让我如此欲罢不能的，太厉害！！！
2947,好TMD长！！！
2948,正是加减乘除 上有苍穹
2949,猫腻架构打的真用心啊
2950,范闲你一点也不范闲
2951,纯属作者YY吧！！！
2952,我超喜欢的一本网络小说 权谋很强 还是喜欢此类风格的书
2953,给力
2954,"看了那么多故事情节，才只占全书的7%。
后面太多了。情节多的我都不想看了。"
2955,流畅文，除了穿越，其他大思路都还蛮符合逻辑。可，总以为还有更好的发展。
2956,后面那些就不行了
2957,"看了一半本想放弃了，不过最终还是看完。
此附注毫无意义。"
2958,一步一步带你走入权力争斗的漩涡
2959,错那，给力！打发时间之极品
2960,看见月月看了这本书我也想看，就是这样。然后看了之后对一个完全中国古代背景的地方有伯爵和魔法师相当的不理解，就仿佛看到一个金发碧眼的人在修仙，感觉相当的诡异。不过文后的司南伯爵变成了司南伯，魔法师也不怎么提了，感觉好多了~另，GGBOOK上目录有76页，也就意味着有760多章，相当的长啊！看着看着终于明白了那些魔法师都是外国人，这就感觉好多了。看完之后最大的感想就是：作者喜欢看《十二国记》！不管是小说也好，动画也好，管他看的什么，但是绝对不会错，一定是铁杆FANS！叶轻眉的那些理论完全就是阳子童鞋的初赦嘛~而且这个国家都跟阳子的国家同名，相当的明显嘛
2961,虽然很好看。可是很拖沓。结尾比较烂。
2962,"看腻了武侠，看腻了玄幻
看腻了魔法，看腻了斗气
看腻了恶搞，看腻了YY
试试温火的《庆余年》，给你带来不同的享受
（起点八大白金大神之一）猫腻出品"
2963,向死而生庆余年
2964,必须喜欢
2965,穿越中还算比较靠谱的文
2966,开始有点乱 后来真是。。。
2967,搞不清楚纸书壹是不是对应网上连载的卷一《在澹州》OTL 单纯铺垫的一本也看不出什么，好在文笔还行，姑且保守先打个三星，不过其实我是蛮想看范闲跟五竹搅基的，但看剧透男主似乎有种马倾向？叹哉 ╮(￣▽￣”)╭
2968,庆余年！！！！！！！！
2969,第一次见识到男主像含羞待放的娇花一样 PS五竹叔我果然喜欢你呀
2970,网络小说的精髓就都是为了凑字数于是过分长。。。
2971,好神奇的结局
2972,原来也出书了?不过我已经忘了内容了
2973,"不论再怎么写也是穿越的老路子,没啥新意,而且整个故事流程拖的太长,精简点就更好了."
2975,经典，值得重温
2976,一个穿越回过去的男人在很努力的往上爬。他拥有一个很了不起的娘亲--叶眉还有一个一直望着他长大的叔噢，叔是开始懂得情感的机器人、娘亲大人也是穿越人士，够雷人的。在这些了不起的背景下，他成功的爬到金字塔上方。剧情是有些狗血，但是却有那么点励志作用。一切皆可能阿---李宁同志如是说。
2977,老娘很孤独啊——最触动。还是烂尾了
2978,还是太长了.....温馨路线走成了小清新路线，不耐读
2979,谋略之极致莫过于此，作者对于主要人物的描述较饱满，充分显示了人性的多样性~只是结尾还是有点差强人意，略显落于俗套......但我也不知道要用什么样子的结尾才配得上这个作者编制的世界
2980,传说中很好看的庆余年第一卷考完了，没想象中难得好但也算是行文流畅，能够一口气读下来吧。可能故事还在铺垫中，毕竟有三百多万字呢！另，在结尾中看到一点儿好笑的地方。宰相手下有个叫袁宏道的人，不知道是作者无意中取得还是因为懒得想名字就把公安三袁中的老二的名字直接给套上去了。
2981,让我对网络文学的评价跃然而上
2982,花了一个周末看完了。 范闲还真是一个讨厌的人呢～
2984,看过的最长一篇网络小说
2985,高中刚看完《庆》那会儿，就有一种从此无书可看的感觉，好久没有再看小说的欲望，然后彻底的走上另一条路，可以说是我比较年轻...的人生中一个拐点的催化剂。总之，感谢庆余年，感谢老猫
2986,开始不好看，后来非常好看
2987,辛辣的芥末
2988,网络小说写到这程度 猫腻大神 你真的是大神！
2989,穿越文永远都是这样，不是拥有倾城的容貌，就有绝好的家事，再就是一颗厉害非凡的头脑，或者拥有绝好的运气。什么时候穿越文能走出这个怪圈啊。。
2990,非常棒的小说 穿越中的经典
2991,看的我累死了 考不好就全赖它！话说最后竟然有王力宏的字样
2992,"看的电子书， 好-长-好-长。。。断断续续看了有几个月吧。
情节和文笔还是很不错的， 有闲暇的话值得一看。"
2993,
2994,穿越只是由头，因为太多东西是不能乱写的，大家懂的，所以看到后来觉得更像看宫廷+武侠+官场的混合体，估计作者码字能力是有的，很流水账也很细枝末节，幸好情节设定的不错，可读性很好。
2995,书中的伏笔埋的相当巧妙，前面很不经意提到的意见事情可能就是后面情节的爆发点，环环相扣，思维缜密，值得一读。
2996,文笔好？？好你妹
