年龄,工作天数,职业类型,投资收入,投资损失,省份,教育,家庭角色,婚姻状况,教育时间,民族,工作情况,性别,Y
49,40,保安,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
32,42,管理文书,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0
25,40,农业捕捞,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
62,15,专业技术,0,0,省份8,职高,丈夫,已婚平民配偶,15,民族D,非有限责任公司,男,1
18,30,农业捕捞,0,0,省份8,高二,孩子,未婚,7,民族D,有限责任公司,男,0
20,40,执行主管,0,2001,省份8,大学未毕业,其他关系,未婚,10,民族D,个体,男,0
40,40,手工艺维修,0,0,省份8,高中生,孩子,离婚,9,民族D,个体,男,0
35,40,手工艺维修,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0
25,60,管理文书,0,0,省份8,准职业学位,孩子,未婚,11,民族D,个体,女,0
44,60,机械操作,4386,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0
61,12,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族A,非有限责任公司,男,0
37,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
21,20,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,女,0
70,20,未知,0,0,省份8,小学5、6年级,丈夫,已婚平民配偶,3,民族D,未知,男,0
29,50,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
17,16,劳工保洁,0,0,省份8,高二,孩子,未婚,7,民族D,个体,男,0
29,36,管理文书,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,中央部委,男,0
21,40,未知,0,0,省份8,初中一、二年级,孩子,未婚,4,民族D,未知,男,0
53,40,手工艺维修,0,0,省份8,大学未毕业,离家,分居,10,民族A,省政府,男,0
55,45,机械操作,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0
18,18,销售,0,0,省份8,高二,孩子,未婚,7,民族D,个体,女,0
31,45,其他职业,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
48,30,专业技术,0,2231,省份8,大学生,离家,离婚,13,民族D,个体,男,1
29,20,运输,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0
17,6,销售,0,0,省份8,高二,孩子,未婚,7,民族D,个体,男,0
37,40,销售,0,0,省份8,准职业学位,未婚,离婚,11,民族D,个体,女,0
68,70,销售,0,0,省份33,大学生,未婚,分居,13,民族D,有限责任公司,男,0
35,90,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
30,40,专业技术,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,0
18,20,其他职业,0,0,省份8,高三,孩子,未婚,8,民族D,个体,女,0
63,40,其他职业,0,0,省份8,初中一、二年级,未婚,已婚配偶异地,4,民族C,个体,女,0
23,15,未知,0,0,省份8,准职业学位,孩子,未婚,11,民族A,未知,女,0
47,35,专业技术,0,0,省份8,职高,丈夫,已婚平民配偶,15,民族D,地方政府,男,0
29,40,执行主管,3103,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,中央部委,男,1
49,40,其他职业,0,0,省份8,高中生,未婚,离婚,9,民族D,非有限责任公司,女,0
51,40,管理文书,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,个体,女,0
36,45,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
38,84,运输,0,0,省份26,大学生,离家,已婚配偶异地,13,其他,个体,男,0
31,40,管理文书,0,0,省份8,准职业学位,离家,未婚,11,民族D,个体,女,0
28,30,劳工保洁,0,0,省份22,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0
57,84,未知,7298,0,省份8,小学5、6年级,丈夫,已婚平民配偶,3,民族D,未知,男,1
23,60,保安,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,中央部委,男,0
52,40,其他职业,0,0,省份8,高中生,离家,丧偶,9,民族C,个体,女,0
47,40,手工艺维修,0,0,省份8,高中生,离家,已婚配偶异地,9,民族D,非有限责任公司,男,0
24,32,其他职业,0,0,省份8,大学生,离家,未婚,13,民族D,个体,女,0
20,40,其他职业,0,0,省份8,高中生,未婚,未婚,9,民族C,个体,女,0
18,48,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0
32,55,管理文书,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0
39,40,手工艺维修,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0
42,35,执行主管,7298,0,省份8,准职业学位,妻子,已婚平民配偶,11,民族D,个体,女,1
50,40,未知,0,0,省份8,研究生,其他关系,已婚配偶异地,14,民族D,未知,男,0
46,65,专业技术,25236,0,省份8,博士,未婚,离婚,16,民族D,个体,女,1
43,43,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
57,35,专业技术,0,0,省份8,高一,离家,未婚,6,民族D,省政府,男,0
49,50,手工艺维修,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,非有限责任公司,男,0
41,80,技术支持,0,0,省份8,初三,妻子,已婚平民配偶,5,民族D,个体,女,0
58,48,手工艺维修,14344,0,省份8,高中生,离家,离婚,9,民族D,个体,男,1
69,24,未知,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,未知,男,0
46,55,执行主管,15024,0,省份8,职高,丈夫,已婚平民配偶,15,民族D,非有限责任公司,男,1
27,40,手工艺维修,4508,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0
22,20,销售,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0
47,40,其他职业,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,个体,女,0
26,36,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族A,个体,男,0
52,40,执行主管,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,0
28,40,未知,0,0,省份8,高中生,未婚,分居,9,民族D,未知,女,0
45,45,其他职业,0,0,省份31,大学生,离家,离婚,13,民族D,个体,男,1
24,30,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族A,个体,男,0
58,38,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
42,50,劳工保洁,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0
51,40,运输,0,0,省份2,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,0
71,12,专业技术,0,0,省份8,职高,丈夫,已婚平民配偶,15,民族D,个体,男,1
42,40,专业技术,0,0,省份8,研究生,离家,离婚,14,民族D,中央部委,男,0
35,35,管理文书,4386,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,1
26,35,手工艺维修,2635,0,省份22,初三,丈夫,已婚平民配偶,5,民族D,个体,男,0
34,40,机械操作,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
41,10,其他职业,0,0,省份8,高三,妻子,已婚平民配偶,8,民族D,个体,女,0
23,40,其他职业,0,0,省份3,大学专科,妻子,已婚平民配偶,12,民族D,个体,女,0
33,45,执行主管,0,1902,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
25,40,机械操作,0,0,省份15,高一,离家,未婚,6,民族D,个体,男,0
33,50,销售,7688,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
37,40,专业技术,0,0,省份12,大学生,妻子,已婚平民配偶,13,民族D,非有限责任公司,女,1
37,40,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,省政府,男,0
31,40,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
19,30,未知,0,1602,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0
17,20,未知,0,0,省份8,高二,离家,未婚,7,其他,未知,女,0
23,35,其他职业,0,0,省份8,高二,未婚,离婚,7,民族D,个体,女,0
37,40,管理文书,0,0,省份8,大学生,离家,未婚,13,民族A,个体,女,0
25,40,劳工保洁,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0
56,60,执行主管,4416,0,省份8,大学未毕业,离家,丧偶,10,民族D,个体,男,0
57,40,农业捕捞,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族B,非有限责任公司,男,0
44,30,执行主管,0,0,省份8,准职业学位,未婚,丧偶,11,民族D,个体,女,0
57,40,执行主管,0,1977,省份8,大学生,丈夫,已婚平民配偶,13,民族D,有限责任公司,男,1
53,40,管理文书,0,0,省份8,大学生,未婚,离婚,13,民族D,个体,女,0
19,20,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0
58,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族A,地方政府,男,0
29,40,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
21,40,机械操作,0,0,省份8,高中生,其他关系,未婚,9,民族D,个体,男,0
45,35,其他职业,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0
32,50,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,个体,女,0
59,43,专业技术,0,1902,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
18,35,手工艺维修,0,0,省份8,大学未毕业,离家,未婚,10,民族D,非有限责任公司,女,0
18,35,未知,0,0,省份8,高二,孩子,未婚,7,民族D,从未工作,男,0
49,40,销售,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,1
37,40,执行主管,0,1848,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,1
37,47,其他职业,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,0
33,40,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
31,40,其他职业,0,0,省份22,小学5、6年级,孩子,未婚,3,民族D,个体,男,0
49,22,专业技术,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
20,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,女,0
30,20,专业技术,0,0,省份26,职高,丈夫,已婚平民配偶,15,民族B,个体,男,1
34,35,其他职业,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,0
24,40,机械操作,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0
25,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
57,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
30,50,未知,0,0,省份30,大学生,离家,未婚,13,民族B,未知,女,0
26,40,其他职业,0,0,省份8,研究生,孩子,未婚,14,民族D,个体,女,0
33,45,手工艺维修,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0
61,43,管理文书,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,个体,女,0
19,25,劳工保洁,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
32,15,未知,0,0,省份8,高二,妻子,已婚平民配偶,7,民族D,未知,女,0
19,25,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,女,0
26,40,销售,0,0,省份8,大学生,其他关系,未婚,13,民族D,个体,男,0
20,38,其他职业,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0
32,30,销售,0,0,省份8,高中生,未婚,离婚,9,民族A,个体,女,0
18,24,劳工保洁,0,0,省份8,高二,孩子,未婚,7,民族D,个体,男,0
39,40,管理文书,0,0,省份8,大学未毕业,未婚,分居,10,民族A,个体,女,0
44,40,销售,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0
35,40,保安,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族A,省政府,男,1
30,40,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
56,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,0
43,45,执行主管,0,1564,省份8,大学生,离家,离婚,13,民族D,个体,男,1
25,40,专业技术,0,0,省份6,大学生,孩子,未婚,13,民族D,个体,女,0
24,20,未知,0,0,省份8,初三,孩子,未婚,5,民族D,未知,女,0
32,40,机械操作,0,0,省份8,高中生,未婚,未婚,9,民族A,个体,女,0
17,25,未知,0,0,省份22,初三,孩子,未婚,5,民族D,未知,女,0
33,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,0
43,40,机械操作,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0
20,40,手工艺维修,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0
46,50,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
43,40,机械操作,0,0,省份22,小学5、6年级,离家,分居,3,民族D,个体,女,0
24,40,管理文书,0,0,省份31,大学未毕业,其他关系,未婚,10,民族B,个体,女,0
29,40,管理文书,0,0,省份8,高中生,未婚,未婚,9,民族D,个体,女,0
22,35,手工艺维修,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,有限责任公司,男,0
60,42,专业技术,0,0,省份8,大学生,离家,离婚,13,民族D,个体,女,0
62,10,未知,0,0,省份8,准职业学位,离家,分居,11,民族D,未知,男,0
38,50,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
19,36,农业捕捞,0,0,省份34,幼儿园,离家,未婚,1,民族D,个体,男,0
41,40,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
50,48,保安,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,地方政府,男,0
22,10,未知,0,0,省份8,高中生,孩子,未婚,9,民族A,未知,男,0
28,40,保安,0,0,省份8,初三,妻子,已婚平民配偶,5,民族A,个体,女,0
57,40,手工艺维修,0,0,省份8,准职业学位,离家,未婚,11,民族D,个体,男,1
28,40,劳工保洁,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
46,43,机械操作,0,0,省份12,高二,未婚,离婚,7,民族C,个体,男,0
24,35,销售,0,0,省份8,初三,离家,已婚配偶异地,5,民族D,个体,女,0
41,40,机械操作,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0
64,40,农业捕捞,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,中央部委,男,0
19,30,销售,0,0,省份8,高二,孩子,未婚,7,民族D,个体,男,0
42,40,专业技术,1151,0,省份8,研究生,未婚,离婚,14,民族D,中央部委,女,0
43,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,省政府,男,1
64,40,执行主管,0,0,省份8,大学生,离家,离婚,13,民族D,个体,女,0
53,40,执行主管,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,地方政府,男,0
34,30,未知,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,未知,男,0
60,40,农业捕捞,0,0,省份8,大学未毕业,离家,丧偶,10,民族D,地方政府,男,0
35,40,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
28,30,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0
32,40,其他职业,0,0,省份8,高中生,孩子,离婚,9,民族D,个体,女,0
41,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族A,个体,男,1
55,70,农业捕捞,0,1887,省份8,高一,丈夫,已婚平民配偶,6,民族D,非有限责任公司,男,1
41,40,手工艺维修,0,1485,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
53,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
30,50,管理文书,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0
30,40,手工艺维修,0,0,省份22,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0
40,44,执行主管,7688,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,1
27,40,管理文书,0,0,省份26,大学未毕业,其他关系,未婚,10,民族B,个体,男,0
27,77,专业技术,0,0,省份8,博士,离家,未婚,16,民族D,中央部委,男,0
32,40,保安,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,地方政府,男,1
29,40,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0
32,40,管理文书,0,0,省份8,大学生,离家,未婚,13,民族D,个体,女,0
21,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0
47,40,管理文书,0,0,省份8,高三,丈夫,已婚平民配偶,8,民族D,个体,男,0
23,5,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0
20,30,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
41,40,保安,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,地方政府,女,0
44,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
36,30,未知,3464,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,未知,男,0
31,50,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
24,40,机械操作,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0
46,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
48,55,手工艺维修,0,0,省份8,大学专科,离家,已婚配偶异地,12,民族D,个体,男,0
35,42,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
18,35,销售,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
18,30,其他职业,0,0,省份8,高二,其他关系,未婚,7,民族A,个体,男,0
21,40,手工艺维修,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0
26,50,销售,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0
43,50,执行主管,0,0,省份8,研究生,未婚,离婚,14,民族D,个体,男,0
50,47,机械操作,3137,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
34,50,专业技术,0,0,省份8,博士,离家,未婚,16,民族D,个体,男,1
41,45,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
25,40,机械操作,0,0,省份8,高二,孩子,未婚,7,民族A,个体,女,0
41,40,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
58,40,手工艺维修,5178,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,1
27,40,执行主管,0,0,省份8,大学生,离家,未婚,13,民族D,个体,女,0
31,40,其他职业,0,0,省份31,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0
59,60,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,地方政府,男,1
39,40,未知,0,0,省份8,高中生,未婚,离婚,9,民族D,未知,女,0
63,25,专业技术,0,0,省份8,高中生,离家,丧偶,9,民族D,个体,女,0
44,45,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0
48,40,运输,0,0,省份8,小学5、6年级,丈夫,已婚平民配偶,3,民族D,地方政府,男,0
29,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
73,8,未知,0,0,省份8,高中生,离家,丧偶,9,民族D,未知,女,0
34,39,专业技术,0,0,省份8,大学生,未婚,分居,13,民族A,个体,女,0
53,40,管理文书,0,1977,省份8,高中生,丈夫,已婚平民配偶,9,民族A,省政府,男,1
31,50,执行主管,0,0,省份8,大学生,离家,离婚,13,民族D,个体,女,1
38,40,未知,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,未知,女,0
63,45,未知,0,2179,省份8,大学生,丈夫,已婚平民配偶,13,民族D,未知,男,0
25,38,执行主管,0,0,省份8,大学生,离家,未婚,13,民族A,个体,女,0
21,35,其他职业,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0
51,30,其他职业,0,0,省份8,高中生,其他关系,离婚,9,民族A,个体,女,0
46,45,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
20,6,劳工保洁,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
60,16,保安,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
39,70,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
56,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
55,8,执行主管,0,0,省份8,高中生,未婚,离婚,9,民族C,地方政府,男,0
53,40,管理文书,0,0,省份8,大学未毕业,离家,分居,10,民族D,个体,女,0
34,40,劳工保洁,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0
24,40,劳工保洁,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
67,2,未知,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,未知,男,0
23,15,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,女,0
42,60,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0
54,45,执行主管,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,省政府,女,0
45,40,机械操作,0,0,省份20,高二,未婚,已婚配偶异地,7,民族B,个体,女,0
55,40,管理文书,0,0,省份8,大学未毕业,未婚,丧偶,10,民族D,个体,女,0
17,8,未知,0,0,省份8,高二,孩子,未婚,7,民族A,未知,男,0
28,50,农业捕捞,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,非有限责任公司,男,0
58,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
76,20,专业技术,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
22,40,手工艺维修,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
45,40,其他职业,3942,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
55,25,其他职业,0,0,省份8,小学5、6年级,未婚,离婚,3,民族A,个体,男,0
25,40,手工艺维修,0,0,省份8,高中生,孩子,未婚,9,民族A,地方政府,男,0
42,50,执行主管,14084,0,省份8,研究生,离家,未婚,14,民族D,个体,女,1
44,36,运输,0,0,省份8,高三,离家,未婚,8,民族A,个体,男,0
41,40,其他职业,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,省政府,男,0
22,30,手工艺维修,0,0,省份8,高二,孩子,未婚,7,民族D,个体,男,0
43,40,专业技术,5178,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
32,48,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,0
28,50,执行主管,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,1
66,40,农业捕捞,1409,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
24,40,管理文书,0,0,省份29,大学未毕业,离家,未婚,10,民族D,个体,女,0
18,20,其他职业,0,0,省份8,高三,孩子,未婚,8,民族D,个体,男,0
19,35,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
41,40,机械操作,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0
29,45,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
33,50,其他职业,0,0,省份8,高中生,其他关系,未婚,9,民族A,个体,男,0
43,40,专业技术,5178,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
25,60,执行主管,0,1726,省份8,大学生,孩子,未婚,13,民族D,个体,女,0
48,44,其他职业,0,0,省份8,高中生,离家,丧偶,9,民族D,个体,女,0
36,4,专业技术,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,1
29,60,专业技术,0,1848,省份12,大学生,丈夫,已婚平民配偶,13,民族D,地方政府,男,1
28,40,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
69,40,管理文书,0,0,省份8,准职业学位,未婚,丧偶,11,民族D,个体,女,0
33,40,劳工保洁,0,0,省份3,初三,丈夫,已婚平民配偶,5,民族D,个体,男,0
35,44,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
46,43,管理文书,0,0,省份8,高中生,未婚,丧偶,9,民族D,个体,女,0
26,48,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
34,20,销售,0,0,省份8,高中生,未婚,分居,9,民族A,个体,女,0
35,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,非有限责任公司,男,0
59,40,技术支持,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
25,40,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0
18,15,销售,0,0,省份8,高二,孩子,未婚,7,民族D,个体,男,0
24,40,销售,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,男,0
39,60,机械操作,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0
64,50,未知,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,未知,男,0
43,70,专业技术,0,0,省份8,大学生,离家,离婚,13,民族D,非有限责任公司,男,1
26,40,机械操作,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族A,个体,男,0
62,40,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
31,40,手工艺维修,0,0,省份42,高二,离家,未婚,7,民族D,个体,男,0
58,38,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
56,40,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
60,35,管理文书,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,1
23,40,手工艺维修,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0
47,40,手工艺维修,0,0,省份31,大学未毕业,丈夫,已婚平民配偶,10,民族D,省政府,男,0
76,3,未知,0,0,省份8,高中生,离家,离婚,9,民族D,未知,女,0
42,50,专业技术,0,0,省份31,大学生,离家,未婚,13,民族D,非有限责任公司,男,0
35,40,手工艺维修,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族A,非有限责任公司,女,1
36,40,手工艺维修,0,0,省份22,小学5、6年级,其他关系,已婚配偶异地,3,民族D,个体,男,0
27,37,技术支持,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0
36,55,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
27,40,管理文书,4416,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0
40,40,专业技术,13550,0,省份38,大学生,离家,已婚配偶异地,13,民族B,个体,男,1
44,35,销售,0,0,省份8,大学生,未婚,离婚,13,民族D,个体,女,0
19,22,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,非有限责任公司,女,0
37,99,农业捕捞,3942,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
25,55,管理文书,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
46,40,机械操作,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,1
32,40,运输,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,地方政府,男,0
56,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
25,40,销售,27828,0,省份8,准职业学位,离家,未婚,11,民族D,个体,男,1
41,40,手工艺维修,0,2179,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,非有限责任公司,男,0
63,43,管理文书,0,0,省份8,大学未毕业,未婚,丧偶,10,民族D,个体,女,0
